lineup,team,opponent,month,dayofmonth,minutes,points
G. Antetokounmpo | M. Carter-Williams | J. Dudley | J. Henson | C. Johnson,MIL,ORL,3,11,2.1,68.5714285714
G. Antetokounmpo | J. Bayless | E. Ilyasova | O. Mayo | Z. Pachulia,MIL,IND,3,26,3.7,38.9189189189
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | K. Middleton,MIL,NOP,3,9,1.5,96.0
J. Bayless | M. Carter-Williams | J. Dudley | J. Henson | O. Mayo,MIL,CHI,4,1,4.9,29.387755102
J. Bayless | J. Dudley | K. Marshall | K. Middleton | Z. Pachulia,MIL,DAL,12,7,6.3,22.8571428571
G. Antetokounmpo | M. Carter-Williams | E. Ilyasova | K. Middleton | Z. Pachulia,MIL,CHI,4,1,14.8,9.72972972973
J. Bayless | O. Mayo | K. Middleton | J. O'Bryant | Z. Pachulia,MIL,SAC,2,11,2.0,72.0
G. Antetokounmpo | J. Bayless | J. Dudley | B. Knight | K. Middleton,MIL,PHO,12,15,0.1,1440.0
M. Carter-Williams | E. Ilyasova | O. Mayo | K. Middleton | Z. Pachulia,MIL,ORL,3,11,3.3,43.6363636364
G. Antetokounmpo | J. Bayless | M. Carter-Williams | K. Middleton | Z. Pachulia,MIL,WAS,3,7,0.7,205.714285714
G. Antetokounmpo | J. Bayless | J. Dudley | K. Marshall | K. Middleton,MIL,SAC,12,18,3.5,41.1428571429
G. Antetokounmpo | J. Dudley | B. Knight | O. Mayo | L. Sanders,MIL,POR,12,17,5.4,26.6666666667
J. Bayless | J. Dudley | J. Henson | K. Marshall | O. Mayo,MIL,NYK,1,15,3.7,38.9189189189
G. Antetokounmpo | E. Ilyasova | B. Knight | O. Mayo | L. Sanders,MIL,OKC,11,11,2.8,51.4285714286
M. Carter-Williams | J. Dudley | O. Mayo | K. Middleton | Z. Pachulia,MIL,CLE,4,8,5.4,26.6666666667
G. Antetokounmpo | J. Dudley | B. Knight | K. Middleton | Z. Pachulia,MIL,BRK,2,9,0.9,160.0
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | O. Mayo,MIL,SAS,1,25,3.5,41.1428571429
J. Gutierrez | J. Henson | B. Knight | K. Middleton | J. O'Bryant,MIL,SAC,2,11,2.1,68.5714285714
J. Bayless | J. Dudley | J. Henson | B. Knight | O. Mayo,MIL,PHI,1,7,4.7,30.6382978723
G. Antetokounmpo | J. Henson | B. Knight | O. Mayo | J. Parker,MIL,BRK,11,19,3.3,43.6363636364
G. Antetokounmpo | J. Bayless | B. Knight | K. Middleton | Z. Pachulia,MIL,NYK,1,15,1.9,75.7894736842
G. Antetokounmpo | J. Bayless | M. Carter-Williams | J. Henson | K. Middleton,MIL,NOP,3,17,2.2,65.4545454545
G. Antetokounmpo | J. Bayless | M. Carter-Williams | E. Ilyasova | Z. Pachulia,MIL,GSW,3,4,1.0,144.0
J. Dudley | J. Henson | K. Marshall | O. Mayo | K. Middleton,MIL,CLE,12,31,0.1,1440.0
G. Antetokounmpo | J. Bayless | J. Henson | B. Knight | O. Mayo,MIL,MIA,1,27,3.5,41.1428571429
G. Antetokounmpo | J. Dudley | B. Knight | O. Mayo | L. Sanders,MIL,LAC,12,20,6.1,23.606557377
G. Antetokounmpo | J. Bayless | M. Carter-Williams | E. Ilyasova | K. Middleton,MIL,GSW,3,4,5.4,26.6666666667
G. Antetokounmpo | J. Bayless | M. Carter-Williams | J. Henson | K. Middleton,MIL,BRK,3,20,2.9,49.6551724138
G. Antetokounmpo | E. Ilyasova | B. Knight | O. Mayo | L. Sanders,MIL,CHO,12,23,4.3,33.488372093
G. Antetokounmpo | J. Bayless | B. Knight | K. Marshall | Z. Pachulia,MIL,SAC,12,18,1.4,102.857142857
G. Antetokounmpo | J. Bayless | T. Ennis | J. Gutierrez | M. Plumlee,MIL,PHI,4,13,2.7,53.3333333333
J. Bayless | J. Dudley | K. Marshall | K. Middleton | Z. Pachulia,MIL,LAC,12,20,3.2,45.0
J. Bayless | J. Dudley | J. Henson | O. Mayo | K. Middleton,MIL,MIA,1,27,4.5,32.0
J. Bayless | J. Dudley | K. Marshall | O. Mayo | Z. Pachulia,MIL,MIN,1,9,1.7,84.7058823529
G. Antetokounmpo | T. Ennis | C. Johnson | J. O'Bryant | M. Plumlee,MIL,SAS,3,18,1.2,120.0
G. Antetokounmpo | J. Dudley | T. Ennis | K. Middleton | M. Plumlee,MIL,DEN,3,3,2.8,51.4285714286
G. Antetokounmpo | E. Ilyasova | B. Knight | O. Mayo | Z. Pachulia,MIL,BRK,11,19,0.1,1440.0
G. Antetokounmpo | J. Bayless | J. Henson | K. Marshall | O. Mayo,MIL,CHO,12,29,1.7,84.7058823529
G. Antetokounmpo | J. Gutierrez | O. Mayo | J. O'Bryant | Z. Pachulia,MIL,SAC,2,11,2.8,34.2857142857
G. Antetokounmpo | J. Bayless | E. Ilyasova | K. Middleton | Z. Pachulia,MIL,BRK,3,20,0.7,137.142857143
G. Antetokounmpo | J. Bayless | B. Knight | K. Marshall | J. O'Bryant,MIL,NYK,1,4,2.3,41.7391304348
G. Antetokounmpo | J. Bayless | J. Dudley | O. Mayo | Z. Pachulia,MIL,OKC,12,9,3.0,32.0
G. Antetokounmpo | J. Bayless | J. Dudley | K. Middleton | Z. Pachulia,MIL,PHI,1,7,1.5,64.0
G. Antetokounmpo | J. Dudley | B. Knight | K. Middleton | Z. Pachulia,MIL,CHI,1,10,5.9,16.2711864407
J. Bayless | M. Carter-Williams | J. Dudley | E. Ilyasova | Z. Pachulia,MIL,LAL,2,27,1.2,80.0
J. Dudley | K. Marshall | O. Mayo | K. Middleton | L. Sanders,MIL,DAL,12,3,0.8,120.0
J. Dudley | E. Ilyasova | B. Knight | K. Middleton | Z. Pachulia,MIL,WAS,11,22,4.3,22.3255813953
G. Antetokounmpo | M. Carter-Williams | T. Ennis | K. Middleton | M. Plumlee,MIL,SAS,3,18,1.5,64.0
G. Antetokounmpo | B. Knight | K. Middleton | Z. Pachulia | J. Parker,MIL,CHO,10,29,1.1,87.2727272727
J. Bayless | T. Ennis | J. Gutierrez | J. Henson | O. Mayo,MIL,PHI,4,13,0.7,137.142857143
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | B. Knight,MIL,ATL,12,26,3.4,28.2352941176
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | E. Ilyasova,MIL,GSW,3,4,1.1,87.2727272727
E. Ilyasova | B. Knight | O. Mayo | Z. Pachulia | J. Parker,MIL,CLE,12,2,0.5,192.0
G. Antetokounmpo | J. Bayless | J. Henson | O. Mayo | Z. Pachulia,MIL,OKC,11,11,1.0,96.0
G. Antetokounmpo | J. Bayless | J. Henson | C. Johnson | K. Middleton,MIL,NOP,3,9,1.6,60.0
G. Antetokounmpo | J. Bayless | J. Dudley | J. Gutierrez | J. Henson,MIL,BRK,2,9,4.1,23.4146341463
G. Antetokounmpo | E. Ilyasova | B. Knight | K. Middleton | Z. Pachulia,MIL,MIA,1,27,10.4,9.23076923077
J. Dudley | J. Henson | K. Marshall | O. Mayo | K. Middleton,MIL,CHO,12,29,0.7,137.142857143
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | O. Mayo,MIL,MIN,1,9,1.3,73.8461538462
G. Antetokounmpo | B. Knight | K. Middleton | Z. Pachulia | J. Parker,MIL,MIA,11,16,1.8,53.3333333333
J. Bayless | B. Knight | K. Marshall | K. Middleton | Z. Pachulia,MIL,SAC,12,18,2.6,36.9230769231
G. Antetokounmpo | J. Bayless | J. Dudley | T. Ennis | J. Henson,MIL,DEN,3,3,3.4,28.2352941176
J. Bayless | E. Ilyasova | K. Middleton | Z. Pachulia | J. Parker,MIL,MEM,11,8,0.8,120.0
G. Antetokounmpo | M. Carter-Williams | J. Henson | E. Ilyasova | K. Middleton,MIL,DEN,3,3,7.3,13.1506849315
G. Antetokounmpo | J. Bayless | K. Marshall | K. Middleton | L. Sanders,MIL,HOU,11,29,1.0,96.0
J. Bayless | K. Marshall | O. Mayo | J. O'Bryant | Z. Pachulia,MIL,NYK,1,4,1.5,64.0
T. Ennis | C. Johnson | K. Middleton | J. O'Bryant | M. Plumlee,MIL,MEM,3,14,1.3,73.8461538462
J. Bayless | E. Ilyasova | B. Knight | O. Mayo | L. Sanders,MIL,OKC,11,11,3.3,29.0909090909
J. Bayless | J. Dudley | K. Marshall | O. Mayo | Z. Pachulia,MIL,SAC,12,18,1.7,56.4705882353
B. Knight | O. Mayo | K. Middleton | J. Parker | L. Sanders,MIL,DAL,12,7,3.3,29.0909090909
G. Antetokounmpo | M. Carter-Williams | J. Dudley | K. Middleton | Z. Pachulia,MIL,NYK,4,10,1.3,73.8461538462
J. Bayless | J. Dudley | J. Henson | O. Mayo | K. Middleton,MIL,MIN,1,9,2.5,38.4
J. Bayless | M. Carter-Williams | J. Henson | E. Ilyasova | K. Middleton,MIL,DEN,3,3,2.0,48.0
J. Bayless | O. Mayo | K. Middleton | J. O'Bryant | Z. Pachulia,MIL,ATL,12,26,1.3,73.8461538462
J. Bayless | J. Dudley | E. Ilyasova | C. Johnson | Z. Pachulia,MIL,WAS,3,7,3.0,32.0
G. Antetokounmpo | E. Ilyasova | B. Knight | K. Middleton | Z. Pachulia,MIL,SAS,1,25,13.6,7.05882352941
J. Bayless | J. Gutierrez | K. Martin | O. Mayo | K. Middleton,MIL,POR,1,31,2.0,48.0
G. Antetokounmpo | J. Bayless | J. Dudley | O. Mayo | Z. Pachulia,MIL,BRK,2,9,0.1,960.0
G. Antetokounmpo | J. Henson | E. Ilyasova | B. Knight | K. Middleton,MIL,BRK,11,19,5.3,18.1132075472
G. Antetokounmpo | J. Bayless | B. Knight | Z. Pachulia | J. Parker,MIL,DET,11,7,1.8,53.3333333333
G. Antetokounmpo | J. Bayless | J. Gutierrez | O. Mayo | K. Middleton,MIL,BOS,2,7,4.3,22.3255813953
G. Antetokounmpo | J. Bayless | J. Dudley | O. Mayo | Z. Pachulia,MIL,CHI,1,10,2.5,38.4
G. Antetokounmpo | J. Dudley | J. Henson | B. Knight | K. Middleton,MIL,LAL,2,4,14.5,6.62068965517
G. Antetokounmpo | J. Bayless | K. Martin | O. Mayo | J. O'Bryant,MIL,TOR,2,2,2.9,33.1034482759
J. Bayless | J. Henson | E. Ilyasova | B. Knight | O. Mayo,MIL,TOR,1,19,7.8,12.3076923077
J. Dudley | B. Knight | O. Mayo | K. Middleton | Z. Pachulia,MIL,CLE,12,2,0.4,240.0
J. Bayless | J. Henson | K. Marshall | O. Mayo | K. Middleton,MIL,CHO,12,29,3.7,25.9459459459
G. Antetokounmpo | B. Knight | O. Mayo | K. Middleton | Z. Pachulia,MIL,POR,12,17,1.8,53.3333333333
G. Antetokounmpo | J. Bayless | J. Gutierrez | K. Martin | O. Mayo,MIL,ORL,1,29,1.1,87.2727272727
E. Ilyasova | B. Knight | K. Marshall | Z. Pachulia | J. Parker,MIL,DET,11,7,0.5,192.0
G. Antetokounmpo | J. Bayless | K. Marshall | J. Parker | L. Sanders,MIL,MIA,12,5,4.2,22.8571428571
J. Bayless | J. Dudley | J. Henson | O. Mayo | K. Middleton,MIL,BRK,2,9,1.4,68.5714285714
G. Antetokounmpo | E. Ilyasova | B. Knight | K. Middleton | L. Sanders,MIL,PHI,10,31,1.1,87.2727272727
G. Antetokounmpo | B. Knight | O. Mayo | K. Middleton | Z. Pachulia,MIL,NYK,1,15,4.8,20.0
G. Antetokounmpo | J. Bayless | E. Ilyasova | O. Mayo | Z. Pachulia,MIL,BRK,11,19,0.6,160.0
J. Bayless | J. Dudley | J. Henson | E. Ilyasova | K. Middleton,MIL,LAL,2,27,4.5,21.3333333333
G. Antetokounmpo | J. Dudley | T. Ennis | J. Henson | O. Mayo,MIL,DEN,2,20,0.7,137.142857143
J. Dudley | J. Henson | K. Marshall | O. Mayo | N. Wolters,MIL,CLE,12,31,6.2,15.4838709677
G. Antetokounmpo | J. Bayless | B. Knight | O. Mayo | K. Middleton,MIL,BOS,2,7,0.5,192.0
G. Antetokounmpo | J. Dudley | J. Henson | B. Knight | O. Mayo,MIL,BOS,2,7,1.2,80.0
G. Antetokounmpo | J. Dudley | J. Henson | B. Knight | K. Middleton,MIL,PHO,1,6,1.4,68.5714285714
B. Knight | O. Mayo | K. Middleton | Z. Pachulia | J. Parker,MIL,MIA,11,16,1.9,50.5263157895
G. Antetokounmpo | J. Dudley | B. Knight | K. Middleton | Z. Pachulia,MIL,UTA,1,22,5.0,19.2
G. Antetokounmpo | J. Dudley | K. Marshall | J. Parker | L. Sanders,MIL,HOU,11,29,4.9,19.5918367347
T. Ennis | J. Henson | C. Johnson | J. O'Bryant | M. Plumlee,MIL,MEM,3,14,2.4,40.0
J. Bayless | J. Dudley | E. Ilyasova | O. Mayo | Z. Pachulia,MIL,BRK,11,19,3.6,26.6666666667
J. Bayless | J. Gutierrez | K. Martin | O. Mayo | J. O'Bryant,MIL,ORL,1,29,2.9,33.1034482759
J. Dudley | J. Gutierrez | J. Henson | B. Knight | O. Mayo,MIL,HOU,2,6,1.1,87.2727272727
G. Antetokounmpo | J. Bayless | J. Dudley | K. Marshall | O. Mayo,MIL,DET,11,28,1.2,80.0
G. Antetokounmpo | J. Bayless | J. Henson | B. Knight | K. Middleton,MIL,ORL,1,29,2.1,45.7142857143
J. Dudley | E. Ilyasova | B. Knight | J. Parker | L. Sanders,MIL,MEM,11,8,5.1,18.8235294118
G. Antetokounmpo | J. Bayless | B. Knight | K. Middleton | Z. Pachulia,MIL,DET,1,24,3.5,27.4285714286
M. Carter-Williams | E. Ilyasova | C. Johnson | K. Middleton | Z. Pachulia,MIL,IND,3,12,2.9,33.1034482759
J. Dudley | J. Gutierrez | J. Henson | O. Mayo | K. Middleton,MIL,SAC,2,11,3.0,32.0
J. Bayless | J. Dudley | J. Henson | K. Marshall | O. Mayo,MIL,CHO,12,29,4.4,21.8181818182
M. Carter-Williams | T. Ennis | E. Ilyasova | K. Middleton | Z. Pachulia,MIL,CLE,3,22,3.5,27.4285714286
J. Bayless | T. Ennis | J. Henson | E. Ilyasova | K. Middleton,MIL,SAS,3,18,1.6,60.0
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | K. Middleton,MIL,TOR,2,2,5.9,16.2711864407
J. Bayless | B. Knight | K. Marshall | K. Middleton | J. O'Bryant,MIL,SAC,12,18,1.9,50.5263157895
G. Antetokounmpo | E. Ilyasova | B. Knight | O. Mayo | Z. Pachulia,MIL,CHO,12,23,2.6,36.9230769231
J. Bayless | J. Henson | E. Ilyasova | O. Mayo | K. Middleton,MIL,SAS,1,25,0.3,320.0
G. Antetokounmpo | E. Ilyasova | B. Knight | O. Mayo | K. Middleton,MIL,BRK,11,19,0.4,240.0
J. Bayless | K. Marshall | K. Middleton | Z. Pachulia | J. Parker,MIL,LAC,12,13,2.0,48.0
G. Antetokounmpo | J. Bayless | T. Ennis | J. Henson | K. Middleton,MIL,BRK,3,20,0.6,160.0
J. Bayless | J. Dudley | E. Ilyasova | K. Marshall | K. Middleton,MIL,HOU,11,29,5.5,17.4545454545
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | K. Marshall,MIL,ATL,12,26,3.1,30.9677419355
G. Antetokounmpo | J. Bayless | J. Dudley | B. Knight | L. Sanders,MIL,LAC,12,20,3.2,30.0
G. Antetokounmpo | B. Knight | K. Marshall | O. Mayo | J. Parker,MIL,DET,11,28,2.8,34.2857142857
G. Antetokounmpo | J. Gutierrez | E. Ilyasova | B. Knight | O. Mayo,MIL,HOU,2,6,1.5,64.0
J. Dudley | J. Henson | B. Knight | O. Mayo | K. Middleton,MIL,CHO,12,29,0.7,137.142857143
J. Bayless | E. Ilyasova | O. Mayo | K. Middleton | Z. Pachulia,MIL,BOS,4,3,1.2,80.0
G. Antetokounmpo | B. Knight | K. Middleton | J. O'Bryant | Z. Pachulia,MIL,PHO,1,6,13.9,6.90647482014
G. Antetokounmpo | T. Ennis | K. Middleton | J. O'Bryant | Z. Pachulia,MIL,MEM,3,14,2.7,35.5555555556
J. Bayless | B. Knight | K. Marshall | K. Middleton | Z. Pachulia,MIL,POR,12,17,2.4,40.0
G. Antetokounmpo | J. Bayless | J. Dudley | B. Knight | L. Sanders,MIL,CHO,12,23,5.1,18.8235294118
J. Dudley | B. Knight | K. Middleton | Z. Pachulia | J. Parker,MIL,NYK,11,18,3.7,25.9459459459
J. Bayless | J. Henson | E. Ilyasova | O. Mayo | K. Middleton,MIL,CLE,4,8,2.8,34.2857142857
G. Antetokounmpo | J. Bayless | E. Ilyasova | K. Middleton | Z. Pachulia,MIL,NOP,3,17,5.9,16.2711864407
G. Antetokounmpo | E. Ilyasova | B. Knight | O. Mayo | Z. Pachulia,MIL,CHO,10,29,3.5,27.4285714286
J. Bayless | J. Henson | E. Ilyasova | O. Mayo | K. Middleton,MIL,IND,11,4,3.1,30.9677419355
J. Dudley | J. Gutierrez | E. Ilyasova | B. Knight | K. Middleton,MIL,HOU,2,6,1.3,73.8461538462
G. Antetokounmpo | B. Knight | K. Middleton | J. O'Bryant | Z. Pachulia,MIL,TOR,1,19,7.2,13.3333333333
G. Antetokounmpo | B. Knight | K. Marshall | J. O'Bryant | Z. Pachulia,MIL,ATL,12,26,14.4,6.66666666667
J. Bayless | J. Dudley | T. Ennis | J. Henson | E. Ilyasova,MIL,GSW,3,4,4.5,21.3333333333
G. Antetokounmpo | J. Bayless | M. Carter-Williams | J. Dudley | J. Henson,MIL,GSW,3,28,0.4,240.0
G. Antetokounmpo | J. Dudley | J. Henson | B. Knight | K. Middleton,MIL,BOS,2,7,12.3,7.80487804878
G. Antetokounmpo | B. Knight | K. Middleton | J. Parker | L. Sanders,MIL,LAC,12,13,1.2,80.0
J. Bayless | E. Ilyasova | O. Mayo | K. Middleton | M. Plumlee,MIL,ATL,2,22,1.2,80.0
G. Antetokounmpo | E. Ilyasova | B. Knight | O. Mayo | Z. Pachulia,MIL,TOR,11,21,2.2,43.6363636364
J. Bayless | E. Ilyasova | B. Knight | K. Middleton | Z. Pachulia,MIL,NYK,11,18,0.7,137.142857143
J. Bayless | K. Martin | O. Mayo | K. Middleton | J. O'Bryant,MIL,TOR,2,2,2.7,35.5555555556
G. Antetokounmpo | M. Carter-Williams | J. Henson | E. Ilyasova | K. Middleton,MIL,UTA,2,28,3.2,30.0
J. Bayless | J. Dudley | E. Ilyasova | K. Middleton | L. Sanders,MIL,MIN,11,26,0.8,120.0
G. Antetokounmpo | J. Dudley | B. Knight | K. Middleton | Z. Pachulia,MIL,NYK,1,4,1.0,96.0
G. Antetokounmpo | J. Bayless | J. Henson | B. Knight | O. Mayo,MIL,ATL,12,26,3.7,25.9459459459
G. Antetokounmpo | K. Marshall | K. Middleton | J. O'Bryant | N. Wolters,MIL,CLE,12,31,0.9,106.666666667
G. Antetokounmpo | J. Dudley | J. Gutierrez | J. Henson | B. Knight,MIL,SAC,2,11,2.8,34.2857142857
G. Antetokounmpo | J. Bayless | E. Ilyasova | K. Middleton | M. Plumlee,MIL,CHI,2,23,1.1,87.2727272727
G. Antetokounmpo | J. Dudley | J. Henson | B. Knight | K. Middleton,MIL,NYK,1,15,3.3,14.5454545455
G. Antetokounmpo | J. Dudley | B. Knight | O. Mayo | Z. Pachulia,MIL,CHO,12,23,0.8,60.0
J. Dudley | T. Ennis | J. Henson | O. Mayo | K. Middleton,MIL,DEN,2,20,1.2,40.0
J. Dudley | E. Ilyasova | B. Knight | K. Middleton | J. Parker,MIL,CHO,10,29,0.3,160.0
G. Antetokounmpo | J. Bayless | J. Henson | E. Ilyasova | O. Mayo,MIL,GSW,3,28,0.6,80.0
G. Antetokounmpo | M. Carter-Williams | J. Henson | C. Johnson | K. Middleton,MIL,WAS,3,7,1.2,40.0
G. Antetokounmpo | J. Bayless | E. Ilyasova | O. Mayo | M. Plumlee,MIL,CHI,2,23,4.3,11.1627906977
E. Ilyasova | B. Knight | O. Mayo | K. Middleton | Z. Pachulia,MIL,SAS,1,25,3.1,15.4838709677
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | E. Ilyasova,MIL,BRK,11,19,0.9,53.3333333333
J. Bayless | K. Marshall | O. Mayo | K. Middleton | Z. Pachulia,MIL,PHO,12,15,0.1,480.0
G. Antetokounmpo | J. Bayless | J. Dudley | K. Martin | O. Mayo,MIL,CHI,1,10,4.6,10.4347826087
J. Bayless | J. Dudley | K. Marshall | K. Middleton | L. Sanders,MIL,LAC,12,13,2.6,18.4615384615
G. Antetokounmpo | J. Bayless | J. Henson | O. Mayo | K. Middleton,MIL,CHO,10,29,2.4,20.0
J. Dudley | B. Knight | K. Middleton | Z. Pachulia | J. Parker,MIL,MIN,11,26,3.4,14.1176470588
G. Antetokounmpo | J. Bayless | J. Gutierrez | O. Mayo | K. Middleton,MIL,HOU,2,6,0.1,480.0
J. Bayless | M. Carter-Williams | J. Henson | K. Middleton | Z. Pachulia,MIL,ATL,3,30,1.7,28.2352941176
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | O. Mayo,MIL,CHI,4,1,4.6,10.4347826087
G. Antetokounmpo | J. Bayless | T. Ennis | J. Henson | C. Johnson,MIL,SAS,3,18,2.4,20.0
J. Bayless | J. Dudley | K. Marshall | K. Middleton | L. Sanders,MIL,DAL,12,3,4.7,10.2127659574
T. Ennis | J. Henson | C. Johnson | K. Middleton | M. Plumlee,MIL,MEM,3,14,1.7,28.2352941176
J. Bayless | B. Knight | O. Mayo | K. Middleton | Z. Pachulia,MIL,PHO,12,15,0.2,240.0
J. Dudley | B. Knight | O. Mayo | K. Middleton | L. Sanders,MIL,POR,12,17,6.5,7.38461538462
G. Antetokounmpo | M. Carter-Williams | E. Ilyasova | K. Middleton | Z. Pachulia,MIL,MIA,3,24,7.7,6.23376623377
G. Antetokounmpo | B. Knight | K. Middleton | Z. Pachulia | J. Parker,MIL,NYK,11,18,10.2,4.70588235294
J. Bayless | J. Henson | O. Mayo | K. Middleton | Z. Pachulia,MIL,CLE,4,8,0.2,240.0
G. Antetokounmpo | J. Bayless | J. Henson | O. Mayo | N. Wolters,MIL,ORL,11,14,8.6,5.58139534884
G. Antetokounmpo | J. Bayless | E. Ilyasova | K. Middleton | Z. Pachulia,MIL,CHO,12,23,1.1,43.6363636364
G. Antetokounmpo | J. Bayless | O. Mayo | K. Middleton | Z. Pachulia,MIL,IND,11,4,13.5,3.55555555556
J. Bayless | E. Ilyasova | O. Mayo | K. Middleton | Z. Pachulia,MIL,MIA,11,16,3.2,15.0
M. Carter-Williams | T. Ennis | J. Henson | E. Ilyasova | K. Middleton,MIL,IND,3,12,0.5,96.0
J. Bayless | J. Dudley | B. Knight | K. Middleton | L. Sanders,MIL,PHO,12,15,1.6,30.0
J. Bayless | J. Dudley | J. Gutierrez | E. Ilyasova | O. Mayo,MIL,BOS,2,7,4.0,12.0
J. Bayless | T. Ennis | J. Henson | K. Middleton | M. Plumlee,MIL,BRK,3,20,4.2,11.4285714286
J. Dudley | B. Knight | O. Mayo | J. Parker | L. Sanders,MIL,MIN,11,26,2.6,18.4615384615
J. Bayless | O. Mayo | K. Middleton | J. O'Bryant | Z. Pachulia,MIL,UTA,1,22,1.7,28.2352941176
J. Bayless | J. Dudley | B. Knight | K. Middleton | L. Sanders,MIL,CHO,12,23,0.8,60.0
G. Antetokounmpo | J. Bayless | B. Knight | J. Parker | L. Sanders,MIL,DET,11,7,1.7,28.2352941176
J. Bayless | J. Dudley | B. Knight | J. Parker | L. Sanders,MIL,IND,11,4,0.4,120.0
J. Bayless | M. Carter-Williams | E. Ilyasova | K. Middleton | Z. Pachulia,MIL,DEN,3,3,0.6,80.0
G. Antetokounmpo | J. Bayless | M. Carter-Williams | J. Dudley | M. Plumlee,MIL,LAL,2,27,2.2,21.8181818182
J. Bayless | J. Dudley | J. Henson | B. Knight | O. Mayo,MIL,ATL,12,26,0.7,68.5714285714
J. Dudley | T. Ennis | E. Ilyasova | O. Mayo | K. Middleton,MIL,CHI,2,23,2.8,17.1428571429
J. Bayless | J. Dudley | E. Ilyasova | B. Knight | L. Sanders,MIL,DET,11,7,0.6,80.0
G. Antetokounmpo | M. Carter-Williams | J. Henson | E. Ilyasova | K. Middleton,MIL,ORL,4,4,1.8,26.6666666667
G. Antetokounmpo | J. Bayless | M. Carter-Williams | J. Henson | C. Johnson,MIL,CLE,3,22,2.7,17.7777777778
J. Bayless | J. Dudley | K. Marshall | K. Middleton | Z. Pachulia,MIL,MIA,12,5,0.7,68.5714285714
G. Antetokounmpo | M. Carter-Williams | J. Dudley | O. Mayo | Z. Pachulia,MIL,BOS,4,3,1.1,43.6363636364
J. Dudley | T. Ennis | J. Gutierrez | K. Middleton | M. Plumlee,MIL,BRK,4,12,0.6,80.0
G. Antetokounmpo | J. Dudley | T. Ennis | O. Mayo | K. Middleton,MIL,CHI,2,23,1.2,40.0
G. Antetokounmpo | J. Henson | E. Ilyasova | B. Knight | O. Mayo,MIL,CHO,10,29,0.5,96.0
G. Antetokounmpo | J. Dudley | B. Knight | O. Mayo | Z. Pachulia,MIL,PHI,1,7,0.5,96.0
G. Antetokounmpo | J. Henson | B. Knight | O. Mayo | K. Middleton,MIL,BRK,11,19,0.2,240.0
E. Ilyasova | B. Knight | O. Mayo | J. Parker | L. Sanders,MIL,CLE,12,2,3.9,12.3076923077
J. Dudley | B. Knight | Z. Pachulia | J. Parker | N. Wolters,MIL,ORL,11,14,0.9,53.3333333333
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | O. Mayo,MIL,BOS,4,3,2.1,22.8571428571
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | K. Middleton,MIL,ATL,2,22,14.9,3.22147651007
G. Antetokounmpo | J. Dudley | B. Knight | O. Mayo | J. Parker,MIL,PHO,12,15,2.9,16.5517241379
J. Dudley | B. Knight | O. Mayo | K. Middleton | Z. Pachulia,MIL,POR,12,17,6.6,7.27272727273
T. Ennis | J. Gutierrez | J. Henson | E. Ilyasova | O. Mayo,MIL,BOS,4,15,0.5,96.0
J. Bayless | J. Dudley | J. Henson | B. Knight | O. Mayo,MIL,NYK,1,15,0.1,480.0
J. Dudley | J. Henson | B. Knight | O. Mayo | K. Middleton,MIL,CHI,1,10,7.9,6.07594936709
G. Antetokounmpo | J. Bayless | J. Dudley | J. Henson | K. Middleton,MIL,LAL,2,27,3.8,12.6315789474
G. Antetokounmpo | J. Bayless | E. Ilyasova | O. Mayo | Z. Pachulia,MIL,OKC,11,11,0.7,68.5714285714
G. Antetokounmpo | B. Knight | K. Marshall | O. Mayo | Z. Pachulia,MIL,SAC,12,18,0.4,120.0
J. Bayless | M. Carter-Williams | J. Henson | C. Johnson | K. Middleton,MIL,CLE,3,22,2.9,16.5517241379
G. Antetokounmpo | J. Bayless | E. Ilyasova | K. Middleton | Z. Pachulia,MIL,GSW,3,28,1.7,28.2352941176
J. Dudley | B. Knight | O. Mayo | K. Middleton | Z. Pachulia,MIL,DAL,12,3,4.0,12.0
G. Antetokounmpo | B. Knight | O. Mayo | J. Parker | L. Sanders,MIL,MIA,12,5,0.5,96.0
G. Antetokounmpo | T. Ennis | J. Henson | O. Mayo | Z. Pachulia,MIL,MEM,3,14,0.5,96.0
G. Antetokounmpo | J. Bayless | T. Ennis | O. Mayo | Z. Pachulia,MIL,DEN,2,20,1.9,25.2631578947
J. Bayless | J. Dudley | B. Knight | O. Mayo | Z. Pachulia,MIL,PHI,1,7,3.4,14.1176470588
G. Antetokounmpo | J. Bayless | E. Ilyasova | K. Middleton | Z. Pachulia,MIL,WAS,3,7,2.9,16.5517241379
G. Antetokounmpo | J. Bayless | O. Mayo | L. Sanders | N. Wolters,MIL,OKC,11,11,3.8,12.6315789474
