lineup,team,opponent,month,dayofmonth,minutes,points
E. Fournier | A. Gordon | T. Harris | K. O'Quinn | L. Ridnour,ORL,NYK,1,23,5.4,-53.3333333333
D. Dedmon | E. Fournier | C. Frye | B. Gordon | T. Harris,ORL,BRK,1,2,2.7,-106.666666667
C. Frye | A. Gordon | B. Gordon | A. Nicholson | E. Payton,ORL,BOS,3,8,1.1,-261.818181818
E. Fournier | C. Frye | T. Harris | V. Oladipo | E. Payton,ORL,LAC,12,3,10.6,-27.1698113208
E. Fournier | T. Harris | K. O'Quinn | E. Payton | N. Vucevic,ORL,CHO,1,3,1.4,-205.714285714
C. Frye | B. Gordon | T. Harris | V. Oladipo | N. Vucevic,ORL,TOR,12,15,7.6,-37.8947368421
D. Dedmon | E. Fournier | A. Gordon | B. Gordon | L. Ridnour,ORL,NOP,10,28,1.3,-221.538461538
D. Dedmon | E. Fournier | B. Gordon | T. Harris | V. Oladipo,ORL,LAC,12,3,1.6,-180.0
E. Fournier | C. Frye | B. Gordon | K. O'Quinn | E. Payton,ORL,BOS,12,23,6.6,-43.6363636364
D. Dedmon | A. Gordon | V. Oladipo | E. Payton | N. Vucevic,ORL,MIL,4,4,2.3,-125.217391304
T. Harris | V. Oladipo | K. O'Quinn | E. Payton | N. Vucevic,ORL,DEN,1,7,6.1,-47.2131147541
D. Dedmon | C. Frye | T. Harris | V. Oladipo | E. Payton,ORL,DET,12,30,1.5,-192.0
C. Frye | W. Green | T. Harris | V. Oladipo | N. Vucevic,ORL,CHI,2,8,4.7,-61.2765957447
E. Fournier | C. Frye | B. Gordon | T. Harris | V. Oladipo,ORL,GSW,11,26,2.8,-102.857142857
B. Gordon | A. Nicholson | V. Oladipo | K. O'Quinn | E. Payton,ORL,POR,3,20,3.1,-92.9032258065
E. Fournier | A. Gordon | A. Nicholson | E. Payton | N. Vucevic,ORL,CHI,4,8,3.8,-75.7894736842
C. Frye | D. Marble | V. Oladipo | E. Payton | N. Vucevic,ORL,OKC,1,18,13.9,-20.7194244604
E. Fournier | C. Frye | A. Gordon | W. Green | E. Payton,ORL,WAS,11,15,7.2,-40.0
E. Fournier | C. Frye | T. Harris | E. Payton | N. Vucevic,ORL,BRK,11,9,17.9,-16.0893854749
B. Gordon | T. Harris | A. Nicholson | V. Oladipo | K. O'Quinn,ORL,BOS,3,8,4.0,-72.0
D. Dedmon | E. Fournier | C. Frye | B. Gordon | L. Ridnour,ORL,PHI,12,21,3.1,-92.9032258065
E. Fournier | C. Frye | T. Harris | E. Payton | N. Vucevic,ORL,WAS,10,30,11.5,-29.2173913043
B. Gordon | M. Harkless | T. Harris | L. Ridnour | N. Vucevic,ORL,TOR,11,1,5.2,-64.6153846154
E. Fournier | T. Harris | V. Oladipo | K. O'Quinn | N. Vucevic,ORL,BOS,12,23,9.9,-33.9393939394
A. Gordon | W. Green | M. Harkless | A. Nicholson | L. Ridnour,ORL,IND,3,10,1.1,-305.454545455
D. Dedmon | E. Fournier | C. Frye | B. Gordon | V. Oladipo,ORL,DEN,1,7,1.5,-224.0
C. Frye | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,LAL,1,9,3.8,-88.4210526316
T. Harris | V. Oladipo | K. O'Quinn | E. Payton | N. Vucevic,ORL,LAL,1,9,15.1,-22.2516556291
T. Harris | V. Oladipo | K. O'Quinn | E. Payton | N. Vucevic,ORL,BOS,12,17,5.1,-65.8823529412
C. Frye | B. Gordon | W. Green | A. Nicholson | E. Payton,ORL,UTA,12,5,4.1,-81.9512195122
C. Frye | B. Gordon | T. Harris | E. Payton | N. Vucevic,ORL,TOR,11,1,2.8,-120.0
M. Harkless | T. Harris | V. Oladipo | K. O'Quinn | E. Payton,ORL,SAS,4,1,3.3,-101.818181818
T. Harris | A. Nicholson | V. Oladipo | L. Ridnour | N. Vucevic,ORL,LAC,11,19,2.1,-160.0
E. Fournier | C. Frye | T. Harris | V. Oladipo | L. Ridnour,ORL,DET,12,30,2.1,-160.0
D. Dedmon | E. Fournier | W. Green | V. Oladipo | K. O'Quinn,ORL,WAS,2,9,3.4,-98.8235294118
T. Harris | V. Oladipo | K. O'Quinn | E. Payton | N. Vucevic,ORL,MEM,1,26,1.8,-186.666666667
M. Harkless | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,IND,3,10,2.4,-140.0
D. Dedmon | B. Gordon | M. Harkless | A. Nicholson | L. Ridnour,ORL,LAC,12,3,3.6,-93.3333333333
B. Gordon | T. Harris | A. Nicholson | K. O'Quinn | E. Payton,ORL,SAC,3,6,3.3,-101.818181818
A. Gordon | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,LAL,2,6,5.3,-63.3962264151
M. Harkless | V. Oladipo | E. Payton | L. Ridnour | N. Vucevic,ORL,DAL,3,18,4.7,-71.4893617021
T. Harris | V. Oladipo | K. O'Quinn | E. Payton | N. Vucevic,ORL,CHO,1,3,16.9,-22.7218934911
E. Fournier | B. Gordon | T. Harris | V. Oladipo | N. Vucevic,ORL,CLE,12,26,8.6,-44.6511627907
A. Gordon | W. Green | A. Nicholson | L. Ridnour | N. Vucevic,ORL,SAS,4,1,2.3,-166.956521739
C. Frye | W. Green | M. Harkless | A. Nicholson | L. Ridnour,ORL,LAC,11,19,1.9,-202.105263158
D. Dedmon | E. Fournier | C. Frye | D. Marble | E. Payton,ORL,CHO,1,3,3.2,-120.0
E. Fournier | C. Frye | T. Harris | E. Payton | N. Vucevic,ORL,TOR,11,1,13.7,-28.0291970803
C. Frye | A. Gordon | V. Oladipo | E. Payton | N. Vucevic,ORL,MIL,1,29,12.9,-29.7674418605
C. Frye | D. Marble | V. Oladipo | E. Payton | N. Vucevic,ORL,POR,1,10,17.2,-22.3255813953
E. Fournier | A. Gordon | T. Harris | E. Payton | N. Vucevic,ORL,DAL,1,31,13.7,-28.0291970803
D. Dedmon | C. Frye | T. Harris | V. Oladipo | E. Payton,ORL,BOS,3,8,6.1,-62.9508196721
E. Fournier | C. Frye | T. Harris | V. Oladipo | N. Vucevic,ORL,TOR,12,15,14.2,-27.0422535211
A. Gordon | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,PHO,3,4,7.6,-50.5263157895
E. Fournier | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,CHO,12,27,10.4,-36.9230769231
W. Green | M. Harkless | V. Oladipo | E. Payton | N. Vucevic,ORL,DEN,3,22,1.8,-213.333333333
D. Dedmon | C. Frye | B. Gordon | W. Green | E. Payton,ORL,ATL,12,12,7.9,-48.6075949367
D. Dedmon | B. Gordon | T. Harris | K. O'Quinn | E. Payton,ORL,UTA,12,19,3.2,-120.0
D. Dedmon | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,NYK,4,11,9.6,-40.0
W. Green | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,MIA,2,25,12.9,-29.7674418605
D. Dedmon | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,CLE,3,15,14.1,-30.6382978723
E. Fournier | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,IND,1,25,2.9,-148.965517241
A. Gordon | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,MIA,4,13,16.6,-26.0240963855
D. Dedmon | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,MIL,4,4,14.2,-30.4225352113
C. Frye | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,PHI,2,22,11.8,-40.6779661017
E. Fournier | C. Frye | V. Oladipo | E. Payton | N. Vucevic,ORL,OKC,1,18,4.7,-102.127659574
E. Fournier | C. Frye | A. Gordon | E. Payton | N. Vucevic,ORL,DAL,1,31,3.3,-145.454545455
C. Frye | V. Oladipo | E. Payton | L. Ridnour | N. Vucevic,ORL,HOU,3,17,3.4,-141.176470588
E. Fournier | C. Frye | W. Green | T. Harris | V. Oladipo,ORL,GSW,12,2,4.2,-114.285714286
E. Fournier | C. Frye | T. Harris | E. Payton | N. Vucevic,ORL,NYK,11,12,16.5,-29.0909090909
T. Harris | V. Oladipo | K. O'Quinn | E. Payton | N. Vucevic,ORL,CHI,2,8,3.6,-133.333333333
E. Fournier | C. Frye | M. Harkless | V. Oladipo | N. Vucevic,ORL,CLE,11,24,16.0,-30.0
E. Fournier | A. Gordon | B. Gordon | K. O'Quinn | L. Ridnour,ORL,NOP,10,28,2.1,-251.428571429
C. Frye | A. Gordon | B. Gordon | M. Harkless | L. Ridnour,ORL,TOR,11,11,3.8,-138.947368421
A. Gordon | B. Gordon | W. Green | K. O'Quinn | L. Ridnour,ORL,DEN,3,22,2.9,-182.068965517
D. Dedmon | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,TOR,4,10,12.5,-42.24
C. Frye | B. Gordon | M. Harkless | K. O'Quinn | E. Payton,ORL,BOS,12,17,5.1,-103.529411765
C. Frye | D. Marble | V. Oladipo | E. Payton | N. Vucevic,ORL,DET,1,21,14.7,-35.9183673469
C. Frye | A. Gordon | M. Harkless | A. Nicholson | L. Ridnour,ORL,CLE,3,15,1.9,-277.894736842
T. Harris | A. Nicholson | V. Oladipo | E. Payton | N. Vucevic,ORL,ATL,3,25,3.9,-135.384615385
E. Fournier | C. Frye | T. Harris | V. Oladipo | N. Vucevic,ORL,IND,11,28,19.6,-26.9387755102
E. Fournier | C. Frye | T. Harris | V. Oladipo | K. O'Quinn,ORL,LAC,12,3,3.5,-150.857142857
C. Frye | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,ATL,2,27,16.2,-35.5555555556
E. Fournier | C. Frye | M. Harkless | K. O'Quinn | E. Payton,ORL,PHI,12,21,3.2,-180.0
C. Frye | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,CHO,3,1,9.7,-59.381443299
C. Frye | A. Gordon | V. Oladipo | E. Payton | N. Vucevic,ORL,WAS,2,9,8.5,-73.4117647059
D. Dedmon | E. Fournier | C. Frye | T. Harris | V. Oladipo,ORL,SAC,12,6,7.3,-85.4794520548
D. Dedmon | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,BOS,3,13,9.3,-72.2580645161
E. Fournier | C. Frye | T. Harris | E. Payton | N. Vucevic,ORL,MIL,11,14,9.5,-75.7894736842
A. Gordon | T. Harris | V. Oladipo | E. Payton | N. Vucevic,ORL,OKC,2,2,17.7,-40.6779661017
E. Fournier | C. Frye | T. Harris | V. Oladipo | N. Vucevic,ORL,CHO,11,21,8.5,-96.0
E. Fournier | C. Frye | T. Harris | V. Oladipo | N. Vucevic,ORL,GSW,11,26,18.7,-48.7700534759
L. Allen | C. Copeland | C. Miles | L. Scola | C. Watson,IND,CHI,12,29,13.2,76.3636363636
L. Allen | C. Miles | D. Rudez | L. Scola | C. Watson,IND,LAC,12,10,12.6,68.5714285714
I. Mahinmi | C. Miles | D. Rudez | L. Scola | D. Sloan,IND,DET,1,16,14.2,60.8450704225
L. Allen | S. Hill | D. Rudez | L. Scola | C. Watson,IND,BRK,3,31,8.0,102.0
G. Hill | S. Hill | I. Mahinmi | C. Miles | D. West,IND,NOP,2,11,8.3,92.5301204819
S. Hill | I. Mahinmi | L. Scola | R. Stuckey | C. Watson,IND,ORL,3,10,9.7,79.175257732
L. Allen | C. Copeland | I. Mahinmi | A. Price | D. Rudez,IND,CHI,11,15,8.7,82.7586206897
R. Hibbert | G. Hill | C. Miles | L. Scola | R. Stuckey,IND,PHI,3,1,6.9,97.3913043478
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,DET,2,4,14.0,48.0
C. Copeland | R. Hibbert | S. Hill | L. Scola | D. Sloan,IND,BOS,11,7,24.5,25.4693877551
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,NYK,4,8,12.8,48.75
L. Allen | C. Copeland | C. Miles | C. Watson | D. West,IND,MIA,12,31,2.2,261.818181818
L. Allen | C. Copeland | L. Scola | R. Stuckey | C. Watson,IND,BRK,12,27,11.5,50.0869565217
L. Allen | S. Hill | C. Miles | D. Sloan | D. West,IND,LAL,1,4,8.3,69.3975903614
L. Allen | C. Copeland | I. Mahinmi | D. Rudez | R. Stuckey,IND,MEM,10,31,9.3,61.935483871
L. Allen | C. Miles | L. Scola | D. Sloan | R. Stuckey,IND,LAL,12,15,7.1,81.1267605634
P. George | I. Mahinmi | L. Scola | D. Sloan | R. Stuckey,IND,MIA,4,5,6.7,78.8059701493
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,NOP,2,11,10.4,50.7692307692
L. Allen | C. Copeland | R. Hibbert | D. Rudez | R. Stuckey,IND,MIL,11,4,4.3,122.790697674
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,CHI,3,6,15.0,32.0
L. Allen | C. Copeland | S. Hill | D. Rudez | D. Sloan,IND,OKC,2,24,5.0,96.0
L. Allen | C. Copeland | R. Hibbert | C. Miles | R. Stuckey,IND,PHI,10,29,2.0,240.0
I. Mahinmi | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,GSW,2,22,11.1,43.2432432432
G. Hill | I. Mahinmi | C. Miles | R. Stuckey | D. West,IND,CHO,4,3,4.3,111.627906977
G. Hill | I. Mahinmi | L. Scola | R. Stuckey | C. Watson,IND,ORL,3,10,5.2,83.0769230769
G. Hill | S. Hill | I. Mahinmi | C. Miles | D. West,IND,NYK,3,4,19.7,21.9289340102
P. George | G. Hill | I. Mahinmi | R. Stuckey | D. West,IND,NYK,4,8,4.6,93.9130434783
I. Mahinmi | C. Miles | D. Rudez | L. Scola | C. Watson,IND,ATL,1,21,5.1,84.7058823529
G. Hill | I. Mahinmi | D. Rudez | L. Scola | R. Stuckey,IND,MIA,1,23,3.4,127.058823529
I. Mahinmi | C. Miles | R. Stuckey | C. Watson | D. West,IND,PHI,2,20,3.2,135.0
I. Mahinmi | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,CHO,4,3,6.0,72.0
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,OKC,4,12,3.2,135.0
L. Allen | C. Copeland | R. Hibbert | C. Miles | D. Sloan,IND,PHI,10,29,4.4,87.2727272727
L. Allen | R. Hibbert | S. Hill | R. Stuckey | C. Watson,IND,NYK,1,29,3.8,101.052631579
S. Hill | L. Scola | R. Stuckey | C. Watson | D. West,IND,SAS,2,9,3.4,112.941176471
L. Allen | S. Hill | C. Miles | L. Scola | D. Sloan,IND,LAC,12,17,8.1,47.4074074074
R. Hibbert | G. Hill | S. Hill | L. Scola | C. Watson,IND,GSW,2,22,3.8,101.052631579
G. Hill | S. Hill | I. Mahinmi | C. Miles | D. West,IND,CLE,2,27,3.6,106.666666667
R. Hibbert | G. Hill | S. Hill | C. Miles | L. Scola,IND,CLE,3,20,13.9,27.6258992806
I. Mahinmi | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,PHI,2,20,15.6,24.6153846154
R. Hibbert | G. Hill | S. Hill | R. Stuckey | D. West,IND,NYK,3,7,5.0,76.8
R. Hibbert | S. Hill | R. Stuckey | C. Watson | D. West,IND,LAL,12,15,17.2,22.3255813953
S. Hill | D. Rudez | L. Scola | C. Watson | S. Whittington,IND,CHO,2,8,8.1,47.4074074074
S. Hill | I. Mahinmi | C. Miles | D. Sloan | D. West,IND,PHO,12,2,2.7,142.222222222
R. Hibbert | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,CLE,3,20,8.2,46.8292682927
L. Allen | S. Hill | I. Mahinmi | A. Price | D. Rudez,IND,UTA,11,10,4.4,87.2727272727
I. Mahinmi | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,DAL,3,29,6.5,59.0769230769
R. Hibbert | S. Hill | C. Miles | L. Scola | C. Watson,IND,CLE,2,6,3.5,109.714285714
L. Allen | C. Copeland | C. Miles | C. Watson | D. West,IND,CLE,11,29,4.6,83.4782608696
S. Hill | I. Mahinmi | D. Sloan | R. Stuckey | D. West,IND,ORL,11,28,11.5,29.2173913043
G. Hill | S. Hill | I. Mahinmi | R. Stuckey | D. West,IND,TOR,3,16,5.7,58.9473684211
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,DAL,3,29,9.9,33.9393939394
I. Mahinmi | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,ORL,3,10,5.5,61.0909090909
R. Hibbert | G. Hill | C. Miles | L. Scola | R. Stuckey,IND,OKC,2,24,3.6,93.3333333333
R. Hibbert | C. Miles | D. Rudez | R. Stuckey | D. West,IND,POR,12,4,1.9,176.842105263
I. Mahinmi | C. Miles | D. Rudez | L. Scola | C. Watson,IND,SAC,12,5,7.7,43.6363636364
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,NYK,3,7,16.7,20.119760479
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,BRK,3,31,2.4,140.0
G. Hill | I. Mahinmi | D. Rudez | L. Scola | R. Stuckey,IND,TOR,1,27,1.4,240.0
R. Hibbert | C. Miles | R. Stuckey | C. Watson | D. West,IND,BOS,1,9,7.6,44.2105263158
L. Allen | R. Hibbert | G. Hill | S. Hill | C. Watson,IND,WAS,3,25,1.9,176.842105263
L. Allen | C. Copeland | C. Miles | L. Scola | D. Sloan,IND,MIL,1,2,5.0,67.2
R. Hibbert | S. Hill | L. Scola | D. Sloan | R. Stuckey,IND,CHO,11,19,4.8,70.0
I. Mahinmi | C. Miles | L. Scola | D. Sloan | R. Stuckey,IND,HOU,1,19,3.1,108.387096774
R. Hibbert | G. Hill | S. Hill | D. Rudez | D. West,IND,PHI,3,1,7.1,47.323943662
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,WAS,4,14,10.8,31.1111111111
C. Miles | L. Scola | R. Stuckey | C. Watson | D. West,IND,CLE,2,6,2.1,160.0
C. Copeland | I. Mahinmi | C. Miles | D. Sloan | R. Stuckey,IND,DAL,11,24,1.6,210.0
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,MIA,4,5,16.4,20.487804878
R. Hibbert | S. Hill | R. Stuckey | C. Watson | D. West,IND,SAC,12,5,9.6,35.0
G. Hill | C. Miles | L. Scola | C. Watson | D. West,IND,CHO,2,8,0.9,373.333333333
C. Copeland | R. Hibbert | C. Miles | L. Scola | C. Watson,IND,BOS,1,9,4.6,73.0434782609
L. Allen | C. Copeland | S. Hill | C. Watson | S. Whittington,IND,BRK,12,27,2.1,137.142857143
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,WAS,4,14,15.0,19.2
R. Hibbert | C. Miles | L. Scola | R. Stuckey | C. Watson,IND,CHI,3,18,3.0,96.0
S. Hill | L. Scola | R. Stuckey | C. Watson | D. West,IND,MIN,12,21,3.6,80.0
R. Hibbert | S. Hill | D. Rudez | L. Scola | D. Sloan,IND,MIA,11,12,2.1,137.142857143
G. Hill | C. Miles | L. Scola | R. Stuckey | D. West,IND,MIL,3,12,5.9,48.813559322
I. Mahinmi | D. Rudez | L. Scola | D. Sloan | R. Stuckey,IND,NYK,3,4,3.9,73.8461538462
L. Allen | C. Copeland | R. Hibbert | S. Hill | R. Stuckey,IND,MIL,11,4,5.5,52.3636363636
L. Allen | S. Hill | D. Sloan | C. Watson | D. West,IND,POR,12,13,2.7,106.666666667
L. Allen | C. Copeland | R. Hibbert | S. Hill | D. Sloan,IND,ATL,11,1,3.6,80.0
I. Mahinmi | C. Miles | L. Scola | R. Stuckey | C. Watson,IND,PHI,3,1,3.7,77.8378378378
G. Hill | S. Hill | I. Mahinmi | C. Miles | L. Scola,IND,BRK,3,21,4.5,64.0
L. Allen | C. Miles | A. Price | D. Rudez | L. Scola,IND,DAL,11,24,6.6,43.6363636364
C. Copeland | R. Hibbert | R. Stuckey | C. Watson | D. West,IND,TOR,12,12,4.8,60.0
G. Hill | I. Mahinmi | D. Rudez | R. Stuckey | D. West,IND,SAC,1,31,2.9,99.3103448276
L. Allen | C. Copeland | A. Price | D. Rudez | L. Scola,IND,UTA,11,10,2.7,106.666666667
R. Hibbert | G. Hill | D. Rudez | C. Watson | D. West,IND,ORL,1,25,2.4,120.0
C. Miles | L. Scola | R. Stuckey | C. Watson | D. West,IND,CHO,2,8,4.2,68.5714285714
R. Hibbert | G. Hill | C. Miles | D. Rudez | D. West,IND,SAC,1,31,2.8,102.857142857
L. Allen | S. Hill | L. Scola | D. Sloan | R. Stuckey,IND,NYK,3,4,2.8,102.857142857
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,BRK,3,21,18.7,15.4010695187
L. Allen | G. Hill | I. Mahinmi | D. Rudez | C. Watson,IND,MIL,3,26,8.4,34.2857142857
P. George | R. Hibbert | G. Hill | C. Miles | L. Scola,IND,WAS,4,14,2.8,102.857142857
G. Hill | I. Mahinmi | C. Miles | R. Stuckey | D. West,IND,GSW,2,22,2.8,102.857142857
C. Copeland | S. Hill | D. Rudez | C. Watson | S. Whittington,IND,CLE,11,29,2.6,110.769230769
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,BOS,3,14,17.3,16.6473988439
G. Hill | I. Mahinmi | L. Scola | R. Stuckey | C. Watson,IND,DAL,3,29,5.5,52.3636363636
S. Hill | I. Mahinmi | D. Rudez | C. Watson | D. West,IND,ORL,1,25,1.7,169.411764706
L. Allen | G. Hill | S. Hill | C. Miles | D. West,IND,WAS,3,25,11.6,24.8275862069
R. Hibbert | S. Hill | D. Sloan | R. Stuckey | D. West,IND,DEN,12,20,10.0,28.8
L. Allen | D. Rudez | L. Scola | D. Sloan | R. Stuckey,IND,MIN,1,13,9.3,30.9677419355
C. Copeland | S. Hill | I. Mahinmi | L. Scola | D. Sloan,IND,WAS,11,8,14.8,19.4594594595
R. Hibbert | G. Hill | S. Hill | C. Miles | L. Scola,IND,OKC,4,12,1.5,160.0
L. Allen | S. Hill | D. Rudez | D. Sloan | S. Whittington,IND,TOR,12,12,2.1,114.285714286
L. Allen | C. Copeland | C. Miles | D. Sloan | D. West,IND,UTA,1,5,1.6,150.0
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,PHI,2,20,2.9,82.7586206897
L. Allen | C. Copeland | C. Miles | A. Price | D. Rudez,IND,SAS,11,26,9.5,25.2631578947
A. Price | D. Rudez | L. Scola | D. Sloan | S. Whittington,IND,PHO,11,22,1.1,218.181818182
R. Hibbert | G. Hill | S. Hill | C. Miles | L. Scola,IND,SAC,1,31,4.7,51.0638297872
L. Allen | C. Copeland | I. Mahinmi | D. Rudez | R. Stuckey,IND,PHI,10,29,10.2,23.5294117647
C. Copeland | I. Mahinmi | C. Miles | L. Scola | D. Sloan,IND,CLE,11,29,2.0,120.0
S. Hill | I. Mahinmi | C. Miles | L. Scola | D. Sloan,IND,ATL,1,21,1.8,133.333333333
C. Miles | L. Scola | R. Stuckey | C. Watson | D. West,IND,BOS,1,9,0.1,2400.0
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,NOP,12,23,2.4,100.0
C. Copeland | R. Hibbert | R. Stuckey | C. Watson | D. West,IND,BRK,12,27,1.6,150.0
C. Copeland | R. Hibbert | C. Miles | D. Rudez | D. Sloan,IND,MEM,10,31,3.3,72.7272727273
R. Hibbert | G. Hill | S. Hill | R. Stuckey | D. West,IND,TOR,3,16,2.3,104.347826087
S. Hill | D. Rudez | L. Scola | D. Sloan | D. West,IND,PHI,1,10,2.0,120.0
C. Copeland | R. Hibbert | C. Miles | L. Scola | D. Sloan,IND,PHI,10,29,3.4,70.5882352941
R. Hibbert | S. Hill | C. Miles | C. Watson | D. West,IND,HOU,1,19,4.5,53.3333333333
G. Hill | S. Hill | I. Mahinmi | C. Watson | D. West,IND,BOS,3,14,1.1,218.181818182
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,CLE,2,27,3.3,72.7272727273
L. Allen | C. Copeland | I. Mahinmi | C. Miles | D. Sloan,IND,MEM,10,31,1.8,133.333333333
L. Allen | C. Miles | D. Sloan | R. Stuckey | D. West,IND,LAL,12,15,0.5,480.0
R. Hibbert | S. Hill | C. Miles | L. Scola | C. Watson,IND,LAC,12,17,1.1,218.181818182
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,MEM,4,15,16.0,15.0
G. Hill | I. Mahinmi | C. Miles | R. Stuckey | D. West,IND,CLE,2,27,2.9,82.7586206897
R. Hibbert | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,NYK,3,7,7.2,33.3333333333
I. Mahinmi | C. Miles | R. Stuckey | C. Watson | D. West,IND,TOR,3,16,2.8,85.7142857143
L. Allen | S. Hill | L. Scola | D. Sloan | R. Stuckey,IND,UTA,1,5,2.3,104.347826087
S. Hill | I. Mahinmi | A. Price | D. Rudez | S. Whittington,IND,WAS,11,8,2.6,92.3076923077
L. Allen | S. Hill | C. Miles | L. Scola | R. Stuckey,IND,MIL,1,2,2.8,85.7142857143
L. Allen | I. Mahinmi | A. Price | D. Rudez | D. Sloan,IND,UTA,11,10,2.6,92.3076923077
L. Allen | G. Hill | L. Scola | R. Stuckey | C. Watson,IND,CHO,4,3,1.3,184.615384615
G. Hill | I. Mahinmi | C. Miles | D. Rudez | L. Scola,IND,SAC,1,31,4.1,58.5365853659
R. Hibbert | S. Hill | C. Miles | C. Watson | D. West,IND,LAC,12,17,4.6,52.1739130435
C. Copeland | I. Mahinmi | C. Miles | L. Scola | C. Watson,IND,PHO,12,2,7.1,33.8028169014
I. Mahinmi | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,CHI,3,6,11.8,20.3389830508
R. Hibbert | G. Hill | C. Miles | L. Scola | R. Stuckey,IND,DET,4,10,1.1,218.181818182
G. Hill | I. Mahinmi | C. Miles | R. Stuckey | D. West,IND,BRK,3,21,1.5,128.0
L. Allen | G. Hill | S. Hill | L. Scola | R. Stuckey,IND,NYK,3,4,1.2,160.0
R. Hibbert | C. Miles | R. Stuckey | C. Watson | D. West,IND,NOP,12,23,2.7,71.1111111111
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,PHI,3,1,4.3,44.6511627907
R. Hibbert | S. Hill | C. Miles | C. Watson | D. West,IND,MIN,12,21,5.4,35.5555555556
C. Copeland | R. Hibbert | S. Hill | L. Scola | D. Sloan,IND,WAS,11,5,4.5,42.6666666667
L. Allen | C. Copeland | R. Stuckey | C. Watson | D. West,IND,BRK,12,27,3.9,49.2307692308
R. Hibbert | G. Hill | D. Rudez | R. Stuckey | D. West,IND,ORL,1,25,2.6,73.8461538462
R. Hibbert | G. Hill | S. Hill | L. Scola | C. Watson,IND,DET,12,26,1.6,120.0
L. Allen | C. Miles | L. Scola | D. Sloan | R. Stuckey,IND,MIN,12,21,0.6,320.0
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,NYK,1,29,2.8,68.5714285714
S. Hill | I. Mahinmi | C. Miles | L. Scola | D. Sloan,IND,DAL,11,24,0.7,274.285714286
R. Hibbert | G. Hill | S. Hill | C. Miles | L. Scola,IND,MIL,3,26,10.2,18.8235294118
L. Allen | C. Miles | L. Scola | R. Stuckey | C. Watson,IND,LAC,12,10,8.3,23.1325301205
L. Allen | C. Copeland | S. Hill | I. Mahinmi | D. Rudez,IND,WAS,11,5,5.2,36.9230769231
I. Mahinmi | D. Rudez | L. Scola | D. Sloan | C. Watson,IND,MIA,1,23,4.2,45.7142857143
L. Allen | S. Hill | C. Miles | C. Watson | D. West,IND,SAC,12,5,3.5,54.8571428571
I. Mahinmi | C. Miles | R. Stuckey | C. Watson | D. West,IND,MIL,3,12,1.5,128.0
G. Hill | I. Mahinmi | C. Miles | L. Scola | R. Stuckey,IND,OKC,4,12,3.2,60.0
L. Allen | S. Hill | A. Price | D. Rudez | D. Sloan,IND,UTA,11,10,0.6,320.0
S. Hill | I. Mahinmi | D. Rudez | L. Scola | C. Watson,IND,BRK,3,21,2.4,80.0
